delta L,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
8.989009,34.335241,28.171547,28.025025,29.785979,27.102613,24.960176,24.275446,25.945475,24.19877,28.317067,25.467733,25.714788,40.977738,27.332636,19.483101,19.702048
8.989009,34.624517,28.439544,28.06371,29.827563,27.087006,24.936722,24.250805,25.944631,24.201295,28.331287,25.486812,25.742602,41.01857,27.333594,19.48506,19.718925
8.989009,34.813751,28.44316,28.073478,29.811232,27.099773,24.94384,24.253794,25.942155,24.189982,28.337109,25.491257,25.795599,41.051096,27.364935,19.477215,19.727862
8.989009,34.629553,28.398353,28.157452,29.767046,27.12678,24.969083,24.298784,25.929032,24.177882,28.338345,25.479909,25.804134,41.075415,27.367617,19.481409,19.734044
8.989009,34.529891,28.020928,28.095814,29.808367,27.141719,24.979011,24.295814,25.926001,24.165424,28.345835,25.481296,25.806685,41.072158,27.373542,19.470282,19.752974
8.989009,34.346622,28.175198,28.067705,29.854511,27.163528,24.970044,24.259164,25.918928,24.169038,28.333708,25.504611,25.829746,41.103219,27.398434,19.475061,19.741066
8.989009,34.596453,28.442555,28.108726,29.900799,27.147444,24.949893,24.218804,25.911155,24.162212,28.337756,25.525013,25.858735,41.131302,27.407934,19.463783,19.74478
8.989009,34.805794,28.438976,28.108935,29.875215,27.152384,24.961146,24.236765,25.896376,24.14959,28.318914,25.508568,25.889904,41.182904,27.433111,19.47941,19.720152
8.989009,34.629765,28.387386,28.185478,29.838477,27.174426,25.006951,24.271865,25.884485,24.136511,28.312591,25.505166,25.910547,41.22338,27.457496,19.473395,19.717192
8.989009,34.520109,28.016211,28.109534,29.885001,27.195131,25.029382,24.288954,25.877749,24.127912,28.318325,25.487514,25.912361,41.236925,27.474396,19.484919,19.719978
9.244112,34.3389,28.163687,28.0514,29.92613,27.217984,25.016239,24.260902,25.864753,24.114128,28.312569,25.491956,25.900376,41.272913,27.486704,19.499411,19.738686
9.244112,34.569391,28.424796,28.066396,29.943156,27.204292,25.01537,24.251246,25.859697,24.105177,28.298471,25.481806,25.890593,41.311324,27.505675,19.520141,19.745962
9.244112,34.794981,28.446629,28.075843,29.91384,27.218037,25.019889,24.266965,25.866927,24.097847,28.2974,25.479068,25.922103,41.375607,27.539555,19.536237,19.753355
9.244112,34.630886,28.405744,28.159953,29.84496,27.25403,25.05742,24.311067,25.863616,24.084652,28.285468,25.473776,25.91168,41.407013,27.551901,19.548286,19.758128
9.244112,34.521989,28.036305,28.094109,29.853657,27.256148,25.083125,24.336436,25.892668,24.093203,28.282149,25.457,25.876496,41.397082,27.567242,19.553858,19.795288
9.244112,34.361632,28.172153,28.04015,29.877918,27.272954,25.074684,24.313605,25.909555,24.091912,28.274256,25.454918,25.862732,41.409438,27.587755,19.564158,19.810571
9.244112,34.584197,28.441474,28.066346,29.898146,27.248323,25.068687,24.29742,25.91229,24.105561,28.267557,25.458386,25.868228,41.412837,27.606071,19.575676,19.787314
9.244112,34.824274,28.46506,28.075155,29.896421,27.242923,25.086438,24.313275,25.915456,24.09848,28.268834,25.442128,25.900634,41.435969,27.653811,19.588804,19.796593
9.244112,34.682542,28.445989,28.161359,29.819405,27.248257,25.099141,24.366442,25.931795,24.117705,28.282641,25.423528,25.903047,41.428925,27.654939,19.594549,19.786093
9.244112,34.57322,28.08677,28.096801,29.842695,27.246391,25.126402,24.381427,25.947085,24.133167,28.275022,25.410202,25.884596,41.416611,27.675368,19.587282,19.805602
9.244112,34.418462,28.231203,28.053553,29.876641,27.257652,25.089783,24.353815,25.958494,24.129427,28.282411,25.408999,25.841963,41.421084,27.655702,19.596162,19.822005
9.244112,34.614338,28.505016,28.077703,29.898846,27.243935,25.069673,24.343891,25.957716,24.128271,28.285418,25.407975,25.846348,41.468468,27.667948,19.616635,19.831492
9.244112,34.870611,28.534351,28.089136,29.881175,27.243314,25.059178,24.358851,25.970861,24.129556,28.281632,25.397853,25.849793,41.506488,27.674712,19.636976,19.840061
9.244112,34.721677,28.520429,28.180597,29.809613,27.248557,25.068139,24.388719,25.979216,24.116143,28.301564,25.38678,25.832004,41.520632,27.667945,19.617324,19.873794
9.244112,34.613313,28.159673,28.13829,29.825146,27.262737,25.067862,24.404287,25.981015,24.12404,28.309114,25.393361,25.788481,41.517068,27.65615,19.625898,19.878345
9.499215,34.459246,28.291282,28.079046,29.864726,27.2667,25.046362,24.367371,25.98869,24.116376,28.318574,25.390781,25.783574,41.531728,27.660371,19.631621,19.889684
9.499215,34.662366,28.57008,28.112945,29.882894,27.250382,25.017697,24.335378,25.990741,24.111436,28.32236,25.406154,25.77667,41.568496,27.655416,19.63448,19.883606
9.499215,34.922183,28.59747,28.135143,29.868638,27.24443,25.009685,24.327098,25.998877,24.100045,28.326291,25.407295,25.793665,41.581833,27.653404,19.616745,19.86887
9.499215,34.770434,28.552206,28.216345,29.80219,27.253803,25.034186,24.359683,26.004321,24.098181,28.329206,25.405307,25.819293,41.602591,27.669095,19.610664,19.843001
9.499215,34.653363,28.192767,28.158622,29.829329,27.26153,25.058394,24.373475,26.003486,24.10705,28.332737,25.408665,25.814953,41.58882,27.674851,19.600102,19.804952
9.499215,34.499581,28.299193,28.10259,29.865259,27.274821,25.032834,24.336997,26.004198,24.10291,28.340596,25.412367,25.796572,41.597346,27.669606,19.597825,19.763091
9.499215,34.670894,28.568411,28.116467,29.889553,27.25536,25.018989,24.313196,26.004579,24.094636,28.3411,25.41375,25.8146,41.623591,27.672922,19.587468,19.704715
9.499215,34.938675,28.602118,28.126731,29.885988,27.254345,25.016743,24.325659,26.003017,24.09656,28.348959,25.407273,25.874426,41.657817,27.696534,19.585974,19.655623
9.499215,34.787386,28.575781,28.19891,29.828632,27.270744,25.040576,24.371639,26.002131,24.100668,28.353621,25.388255,25.891891,41.67767,27.712937,19.577733,19.643825
9.499215,34.649395,28.209859,28.141087,29.859843,27.274859,25.064573,24.392445,25.991614,24.097608,28.353413,25.379613,25.885671,41.681412,27.715913,19.568013,19.628307
9.499215,34.500744,28.316248,28.103101,29.904051,27.297803,25.04566,24.357141,25.983652,24.101421,28.351235,25.400597,25.878782,41.716595,27.722028,19.566881,19.623323
9.499215,34.660537,28.583857,28.117653,29.928162,27.285521,25.051798,24.337123,25.980848,24.088874,28.344224,25.394524,25.89974,41.763034,27.747128,19.564608,19.628251
9.499215,34.930231,28.616838,28.143269,29.930983,27.286892,25.045411,24.338134,25.966765,24.089394,28.349779,25.407909,25.936588,41.798838,27.766073,19.555464,19.629269
9.499215,34.784388,28.585477,28.237292,29.864956,27.298783,25.075846,24.358628,25.959584,24.085184,28.347717,25.407008,25.949584,41.822976,27.781648,19.52375,19.621053
9.499215,34.646608,28.228963,28.195789,29.898979,27.315735,25.09378,24.361192,25.946134,24.072014,28.347301,25.407975,25.950636,41.837157,27.789629,19.51827,19.601375
9.499215,34.48955,28.335057,28.154952,29.949042,27.348153,25.083673,24.310462,25.924851,24.051959,28.338342,25.425018,25.940767,41.870926,27.798335,19.512054,19.58376
9.499215,34.679201,28.625135,28.197479,29.976047,27.334364,25.047921,24.275097,25.916638,24.046846,28.355973,25.441097,25.960963,41.908077,27.784629,19.498782,19.559901
9.754317,34.929773,28.666698,28.2093,29.987562,27.339692,25.036907,24.265951,25.910866,24.02611,28.378279,25.444314,26.012941,41.94919,27.798531,19.492949,19.52947
9.754317,34.78616,28.636286,28.301698,29.932048,27.357574,25.051203,24.291553,25.885714,24.02209,28.381586,25.446399,26.035172,41.966778,27.791306,19.471502,19.488719
9.754317,34.655926,28.285451,28.243043,29.990123,27.366959,25.058768,24.300207,25.879054,24.004031,28.396178,25.436529,26.037987,41.94944,27.782845,19.462421,19.482358
9.754317,34.516169,28.410914,28.200493,30.037365,27.370947,25.033666,24.269286,25.883918,24.01198,28.403987,25.460018,26.046413,41.945333,27.776141,19.459793,19.482965
9.754317,34.70449,28.702497,28.23598,30.081383,27.345102,25.017735,24.236875,25.886678,24.008007,28.422722,25.468927,26.078919,41.961595,27.786877,19.449178,19.484924
9.754317,34.971701,28.750828,28.266229,30.077399,27.344023,25.008611,24.227449,25.878156,24.006137,28.44117,25.478019,26.095279,41.983344,27.774508,19.418226,19.466348
9.754317,34.829139,28.717303,28.355339,30.002578,27.347384,25.038261,24.271739,25.893008,24.017326,28.447648,25.483167,26.077263,41.997737,27.779413,19.418006,19.470136
9.754317,34.705965,28.356199,28.3134,30.009284,27.357917,25.060876,24.28588,25.913159,24.033125,28.459419,25.492763,26.034646,41.995701,27.783154,19.417028,19.489948
9.754317,34.565912,28.483994,28.275806,30.039658,27.364308,25.034608,24.266461,25.930775,24.035669,28.474488,25.506388,25.990924,42.002791,27.770927,19.420634,19.52708
9.754317,34.763791,28.779504,28.314424,30.050268,27.340865,25.006239,24.239426,25.938336,24.048612,28.493806,25.521,25.975726,42.017906,27.75057,19.409362,19.535925
9.754317,35.017602,28.819794,28.320592,30.034229,27.33652,25.010938,24.269673,25.960851,24.056291,28.510852,25.508801,25.985147,42.059001,27.768119,19.424433,19.547801
9.754317,34.874538,28.798899,28.396034,29.955689,27.347041,25.033814,24.325533,25.975854,24.070106,28.525801,25.487152,25.972888,42.074807,27.775059,19.43745,19.575032
9.754317,34.767237,28.439535,28.333291,29.966258,27.346495,25.059263,24.352852,25.990228,24.079501,28.524676,25.470818,25.926651,42.045741,27.783006,19.452143,19.588876
10.00942,34.624755,28.574373,28.285146,29.99747,27.346347,25.035033,24.334099,26.009662,24.094167,28.53401,25.470027,25.90768,42.036809,27.786136,19.451058,19.616968
10.00942,34.83285,28.838752,28.312103,30.020374,27.341877,25.040816,24.324651,26.011398,24.089028,28.514862,25.469349,25.924484,42.071321,27.813299,19.472159,19.60225
9.754317,35.095671,28.862104,28.321381,30.006865,27.331473,25.056227,24.347204,26.02263,24.09747,28.513806,25.459826,25.946453,42.083553,27.847103,19.486575,19.619723
10.00942,34.934613,28.823327,28.399474,29.926392,27.356483,25.087418,24.401808,26.039058,24.097277,28.498091,25.4367,25.949886,42.097022,27.862773,19.490933,19.609318
10.00942,34.82714,28.450767,28.330935,29.937099,27.351423,25.119217,24.423632,26.068401,24.118215,28.492451,25.420312,25.935432,42.077505,27.891133,19.489691,19.618994
10.00942,34.651262,28.586236,28.285868,29.974583,27.376594,25.105592,24.394467,26.079086,24.113171,28.481761,25.432979,25.931996,42.114089,27.899027,19.494455,19.596395
10.00942,34.848703,28.854924,28.313223,29.998776,27.369418,25.109286,24.375034,26.096324,24.104295,28.483019,25.435988,25.940084,42.159178,27.921093,19.501061,19.594807
10.00942,35.087457,28.874656,28.328066,29.985076,27.379901,25.118751,24.395339,26.110937,24.110092,28.476745,25.433518,25.972807,42.214334,27.933437,19.511516,19.575924
10.00942,34.919334,28.843302,28.40591,29.930679,27.387663,25.156391,24.44704,26.115928,24.113275,28.469088,25.412197,25.981626,42.232652,27.956307,19.506237,19.571598
10.00942,34.809823,28.481726,28.354718,29.946393,27.418096,25.179485,24.478899,26.12872,24.114758,28.468192,25.401539,25.937423,42.242078,27.961764,19.525228,19.580544
10.00942,34.634443,28.638864,28.322658,30.003874,27.442851,25.164287,24.453049,26.114346,24.111537,28.47399,25.415101,25.949133,42.276036,27.96834,19.523304,19.546103
10.00942,34.879207,28.917039,28.360924,30.046085,27.434663,25.149748,24.436252,26.097089,24.11688,28.475733,25.427545,25.972413,42.316444,27.980669,19.526238,19.521382
10.00942,35.103963,28.938059,28.366202,30.035068,27.443525,25.148157,24.460549,26.089559,24.114559,28.475629,25.421134,26.015678,42.345494,27.9962,19.534583,19.50123
10.00942,34.929889,28.882143,28.462237,29.982993,27.467076,25.172873,24.50299,26.079867,24.117333,28.468441,25.420208,26.029981,42.368974,28.009702,19.52415,19.499205
10.264523,34.833798,28.508457,28.403722,30.025386,27.479517,25.188471,24.511737,26.087728,24.123624,28.475998,25.4262,26.046054,42.361166,28.028099,19.514629,19.503108
10.264523,34.646399,28.656239,28.353107,30.057142,27.494367,25.167163,24.482533,26.087637,24.121858,28.463227,25.425529,26.038057,42.37861,28.032607,19.524741,19.497168
10.264523,34.898068,28.904554,28.366092,30.085951,27.47539,25.153682,24.464483,26.081014,24.124118,28.458332,25.423651,26.057012,42.400995,28.038055,19.523939,19.481412
10.264523,35.107815,28.914822,28.375108,30.074986,27.463561,25.15412,24.472965,26.08258,24.130519,28.462392,25.41638,26.124825,42.43239,28.071253,19.518069,19.477126
10.000571,34.93443,28.867945,28.457015,30.017638,27.474378,25.180628,24.517271,26.082882,24.142477,28.457584,25.411935,26.134492,42.446716,28.085786,19.523106,19.495093
10.000571,34.834455,28.495481,28.383272,30.045154,27.47434,25.199372,24.523016,26.085841,24.146381,28.464198,25.402443,26.115136,42.441145,28.090641,19.511425,19.527071
10.000571,34.645126,28.659086,28.330342,30.075364,27.488872,25.176933,24.487009,26.085904,24.14839,28.467442,25.418869,26.092306,42.473167,28.085376,19.519021,19.545971
10.000571,34.919189,28.922987,28.355191,30.106199,27.465393,25.156954,24.465771,26.084801,24.157656,28.472496,25.431999,26.10506,42.513556,28.09263,19.518943,19.564048
10.000571,35.126752,28.937204,28.362333,30.063783,27.460509,25.151278,24.469727,26.087293,24.166862,28.487889,25.438379,26.113671,42.54161,28.095817,19.531099,19.600576
10.000571,34.938601,28.892954,28.448939,30.00213,27.463451,25.170231,24.507961,26.094921,24.169473,28.491786,25.435616,26.100401,42.550414,28.095927,19.517201,19.619443
10.000571,34.869221,28.518279,28.388935,30.036179,27.468006,25.169497,24.507605,26.094518,24.183644,28.498876,25.451018,26.069167,42.552089,28.085445,19.522666,19.630034
10.000571,34.678537,28.709338,28.334849,30.063095,27.466421,25.148311,24.468319,26.098116,24.183654,28.512324,25.453762,26.062619,42.559667,28.081457,19.531913,19.646938
10.000571,35.002052,28.955727,28.372345,30.093296,27.446007,25.127696,24.438142,26.106384,24.183591,28.517248,25.47806,26.050199,42.583671,28.080735,19.529042,19.666226
10.000571,35.180173,28.952052,28.37933,30.045397,27.443544,25.132062,24.437912,26.12136,24.183723,28.530555,25.475764,26.088035,42.601,28.101709,19.521112,19.705573
10.000571,34.991977,28.897628,28.462452,29.981245,27.447501,25.15194,24.479264,26.144692,24.193153,28.532888,25.462935,26.075165,42.601336,28.112446,19.513623,19.74273
10.000571,34.933259,28.53941,28.405964,30.037191,27.448838,25.163254,24.469412,26.13829,24.206575,28.549603,25.481516,26.058278,42.57159,28.108222,19.510101,19.776773
10.000571,34.719359,28.751763,28.372985,30.056489,27.453643,25.132667,24.42395,26.140101,24.216994,28.563398,25.498604,26.042605,42.583301,28.108414,19.504231,19.777644
10.000571,35.069124,29.013246,28.415311,30.112143,27.422787,25.120594,24.397591,26.130879,24.233899,28.576822,25.508578,26.081924,42.595585,28.121194,19.507372,19.757025
10.128122,35.24356,29.022691,28.431264,30.065111,27.419543,25.101891,24.410334,26.113048,24.250035,28.595306,25.507447,26.102918,42.616049,28.115249,19.51228,19.727365
10.255673,35.024151,28.975183,28.52188,30.041958,27.433799,25.120924,24.445752,26.097644,24.250067,28.601945,25.507721,26.118415,42.645948,28.118862,19.50562,19.69198
10.255673,34.957898,28.62324,28.472086,30.098176,27.44827,25.12386,24.443799,26.093188,24.256181,28.61791,25.518952,26.112456,42.651676,28.118439,19.503526,19.649708
10.255673,34.732702,28.864622,28.439293,30.1215,27.460408,25.07789,24.398237,26.094209,24.264384,28.640949,25.538147,26.089704,42.679403,28.095625,19.496892,19.620276
10.255673,35.081999,29.10962,28.485513,30.174874,27.457353,25.073323,24.370691,26.080213,24.242699,28.642793,25.555043,26.105239,42.725016,28.108843,19.482947,19.586625
10.255673,35.220827,29.090216,28.503447,30.138533,27.470097,25.066428,24.378615,26.064967,24.239557,28.64058,25.563612,26.142065,42.781544,28.105255,19.477765,19.547031
10.255673,35.003676,29.009059,28.590164,30.104072,27.486573,25.108228,24.408237,26.057446,24.234865,28.627219,25.569897,26.154028,42.807897,28.111825,19.459173,19.539003
10.255673,34.96059,28.635138,28.520864,30.15684,27.502788,25.111308,24.395648,26.042599,24.235977,28.62563,25.586702,26.142597,42.801569,28.102844,19.442414,19.530196
10.255673,34.714147,28.838361,28.471215,30.187607,27.511751,25.113116,24.371487,26.037205,24.225445,28.608143,25.579582,26.139913,42.835121,28.130747,19.44737,19.535029
10.255673,35.112052,29.062282,28.496345,30.251841,27.502192,25.115403,24.34288,26.018417,24.21876,28.600908,25.581192,26.188718,42.872296,28.155437,19.4406,19.513949
10.255673,35.227151,29.032923,28.496377,30.209675,27.507435,25.129939,24.358262,26.007229,24.210996,28.598143,25.571337,26.241171,42.90074,28.173709,19.448539,19.512418
10.255673,34.984636,28.943684,28.553113,30.16804,27.530189,25.156161,24.407506,26.003231,24.195832,28.589643,25.538736,26.23833,42.918394,28.169258,19.461327,19.497671
10.510776,34.946218,28.586288,28.462225,30.217244,27.536936,25.181022,24.424038,26.010345,24.17867,28.58505,25.519235,26.235353,42.915338,28.195818,19.471027,19.50278
10.510776,34.68193,28.834819,28.419744,30.210628,27.554113,25.171909,24.396312,26.017992,24.161541,28.576888,25.525943,26.209876,42.955399,28.205569,19.488192,19.494363
10.255673,35.099347,29.063597,28.448062,30.266509,27.550083,25.180329,24.378763,26.00877,24.12425,28.57953,25.523564,26.224898,43.004267,28.225576,19.489462,19.482258
10.510776,35.199147,29.021947,28.449809,30.161712,27.548636,25.186064,24.410101,26.033283,24.12306,28.568408,25.519762,26.229948,43.041536,28.25202,19.496131,19.452425
10.510776,34.953462,28.920087,28.50866,30.114786,27.54747,25.233412,24.468026,26.056258,24.1137,28.56854,25.501641,26.215429,43.054208,28.268729,19.493392,19.43171
10.510776,34.945741,28.583755,28.425878,30.160276,27.546004,25.255997,24.477677,26.069567,24.132358,28.560785,25.508657,26.180468,43.030412,28.286588,19.497841,19.431
10.510776,34.680188,28.82405,28.39113,30.163248,27.54635,25.258662,24.453701,26.076993,24.122198,28.547721,25.506498,26.162249,43.056432,28.314247,19.498272,19.424331
10.510776,35.164978,29.051392,28.431122,30.22875,27.515355,25.24535,24.45355,26.088421,24.14873,28.565321,25.51445,26.171242,43.081276,28.316791,19.502935,19.417671
10.510776,35.242536,29.007663,28.437246,30.128188,27.507303,25.244777,24.475692,26.09747,24.168563,28.561185,25.500362,26.176405,43.092872,28.324931,19.501024,19.421982
10.510776,35.008533,28.894341,28.494841,30.097264,27.519851,25.26373,24.535382,26.114069,24.174932,28.574498,25.482253,26.146799,43.08635,28.315539,19.507001,19.458232
10.510776,34.999172,28.587751,28.415885,30.151102,27.535117,25.267683,24.545256,26.135829,24.168865,28.572878,25.464923,26.140376,43.085501,28.340276,19.529284,19.491955
10.510776,34.746118,28.890628,28.403356,30.14666,27.542252,25.22448,24.501734,26.148886,24.1568,28.590974,25.48437,26.131295,43.093477,28.326653,19.525046,19.526586
10.510776,35.244032,29.124345,28.445962,30.217099,27.521995,25.208964,24.493554,26.149437,24.146117,28.612219,25.486431,26.142046,43.100891,28.324011,19.531067,19.533388
10.510776,35.290586,29.10545,28.474066,30.114796,27.528338,25.210825,24.507605,26.167927,24.14447,28.626674,25.478747,26.171044,43.122163,28.34008,19.520399,19.53511
10.510776,35.050379,28.976544,28.530659,30.094766,27.532768,25.245382,24.546107,26.191987,24.145179,28.627781,25.475452,26.176688,43.121248,28.363275,19.508359,19.540233
10.510776,35.043616,28.721507,28.453657,30.141183,27.547769,25.2501,24.532472,26.215616,24.145531,28.634641,25.470887,26.136974,43.113764,28.363136,19.505844,19.589053
10.510776,34.798566,29.011074,28.446605,30.140019,27.535587,25.224568,24.491185,26.208318,24.152017,28.636479,25.49379,26.138004,43.134453,28.354633,19.497209,19.596935
10.510776,35.306784,29.219388,28.503769,30.229775,27.519343,25.216555,24.470193,26.201364,24.149319,28.652576,25.50854,26.175756,43.17249,28.364536,19.485494,19.614343
10.510776,35.3266,29.192497,28.550801,30.113165,27.527421,25.217273,24.499079,26.210458,24.162373,28.665105,25.516948,26.174896,43.201909,28.358489,19.488057,19.654834
10.510776,35.073989,29.020323,28.600108,30.108899,27.534925,25.252356,24.530333,26.196657,24.159215,28.668431,25.508962,26.166231,43.19235,28.364189,19.473162,19.684401
10.510776,35.085195,28.789492,28.541227,30.183941,27.551077,25.244566,24.517766,26.189451,24.171607,28.671274,25.520199,26.146827,43.195967,28.356254,19.482004,19.711734
10.510776,34.863153,29.09761,28.52128,30.169873,27.540899,25.218085,24.478521,26.196959,24.18405,28.679226,25.534275,26.145649,43.220626,28.366667,19.494125,19.73655
10.510776,35.391393,29.262996,28.569464,30.245241,27.523855,25.204859,24.472687,26.184028,24.196172,28.689409,25.541178,26.149574,43.231522,28.359674,19.506076,19.746805
10.510776,35.365427,29.236571,28.60873,30.155414,27.539471,25.203832,24.495573,26.179724,24.183861,28.690831,25.535113,26.198836,43.26689,28.372544,19.501228,19.736673
10.510776,35.113087,29.016702,28.637343,30.145439,27.553053,25.231639,24.523063,26.170668,24.18917,28.681259,25.531834,26.194835,43.272747,28.376094,19.50197,19.717403
10.765878,35.119168,28.836018,28.576556,30.227333,27.557906,25.231176,24.50002,26.175832,24.189818,28.688132,25.54149,26.195131,43.252431,28.384168,19.512928,19.732041
10.765878,34.903558,29.149458,28.57227,30.219481,27.543992,25.199117,24.460212,26.169269,24.196591,28.692274,25.562207,26.195988,43.270951,28.37697,19.521367,19.721057
10.765878,35.405745,29.30892,28.60995,30.298885,27.535388,25.191769,24.452955,26.166471,24.191739,28.705781,25.563064,26.245912,43.299171,28.394806,19.521053,19.712485
10.765878,35.363366,29.295017,28.660138,30.196888,27.550626,25.201275,24.479456,26.181085,24.184104,28.720617,25.558593,26.278574,43.332506,28.41156,19.512761,19.707709
10.765878,35.112224,29.045835,28.676578,30.185392,27.570977,25.243983,24.518033,26.182862,24.180137,28.714214,25.557286,26.261905,43.338233,28.419312,19.513953,19.721856
10.765878,35.096487,28.917576,28.617377,30.25699,27.589633,25.239974,24.501819,26.189195,24.187306,28.722663,25.570657,26.262708,43.359703,28.424294,19.514365,19.728107
10.765878,34.93997,29.233986,28.618764,30.246954,27.577731,25.225705,24.467787,26.186971,24.192419,28.726396,25.583394,26.250709,43.390781,28.416806,19.514082,19.730944
10.765878,35.40894,29.363182,28.65471,30.306921,27.567913,25.216378,24.465087,26.183054,24.199954,28.734533,25.58782,26.27005,43.41323,28.417074,19.515893,19.714866
10.765878,35.35519,29.353325,28.71604,30.203826,27.575082,25.222208,24.501715,26.190701,24.210435,28.75462,25.583328,26.28237,43.43733,28.407455,19.513676,19.703137
10.765878,35.130778,29.068577,28.706389,30.212398,27.588101,25.245265,24.530198,26.193859,24.221377,28.761136,25.587839,26.277236,43.441995,28.412001,19.515692,19.677795
10.510776,35.09846,28.988127,28.653467,30.265212,27.611719,25.223355,24.502779,26.191984,24.228414,28.754055,25.602779,26.249726,43.45886,28.400411,19.521094,19.649888
10.765878,35.013403,29.293964,28.656362,30.27286,27.602349,25.205647,24.460564,26.192683,24.218559,28.755755,25.610982,26.258761,43.473131,28.412351,19.509724,19.642448
11.020981,35.434189,29.363879,28.689984,30.327028,27.607775,25.20553,24.460051,26.181684,24.217605,28.75066,25.619394,26.308755,43.519614,28.435656,19.51949,19.626355
11.020981,35.354037,29.336516,28.75192,30.24938,27.6276,25.232351,24.490099,26.18595,24.214078,28.754468,25.607287,26.344175,43.539347,28.466482,19.512249,19.626317
10.765878,35.146228,29.028488,28.718468,30.25681,27.638147,25.250762,24.513356,26.178904,24.218858,28.754112,25.59753,26.327425,43.525567,28.459697,19.505963,19.631729
10.765878,35.070348,29.022596,28.668384,30.319008,27.66116,25.232474,24.480294,26.177263,24.223748,28.759119,25.604996,26.3301,43.532818,28.465085,19.510456,19.621113
11.020981,35.080761,29.337205,28.687786,30.335054,27.651916,25.211238,24.446738,26.176091,24.224604,28.767524,25.618449,26.359708,43.568443,28.476612,19.51306,19.596313
11.020981,35.443987,29.415454,28.706664,30.365132,27.645903,25.209779,24.443988,26.173787,24.221137,28.783143,25.620497,26.383185,43.602222,28.471914,19.506806,19.590688
11.020981,35.328137,29.384823,28.78039,30.274604,27.657367,25.225289,24.488669,26.171336,24.226062,28.775894,25.613537,26.393515,43.627241,28.467579,19.504913,19.551675
11.020981,35.155023,29.036744,28.738958,30.297942,27.659694,25.251483,24.496811,26.170933,24.222967,28.776544,25.612595,26.377377,43.632282,28.470678,19.489217,19.550197
11.531186,35.020016,29.105553,28.685348,30.343166,27.676755,25.242619,24.471374,26.169137,24.230879,28.773536,25.634006,26.355934,43.657916,28.473966,19.497923,19.55957
11.531186,35.208234,29.392961,28.716097,30.373259,27.654586,25.224124,24.440514,26.162633,24.220867,28.782099,25.642642,26.355559,43.68734,28.479582,19.485635,19.583399
11.531186,35.453902,29.420011,28.740986,30.352199,27.650976,25.215543,24.443569,26.160733,24.226751,28.795962,25.649072,26.376536,43.718801,28.489003,19.476026,19.594772
11.531186,35.260276,29.361703,28.833462,30.298115,27.664467,25.241586,24.482943,26.15215,24.236786,28.799774,25.652471,26.390053,43.744348,28.498344,19.466267,19.588722
11.531186,35.20025,28.987586,28.760129,30.34822,27.674964,25.26086,24.486766,26.154173,24.237258,28.790709,25.649932,26.363573,43.727912,28.506116,19.472222,19.611551
11.531186,34.973239,29.211621,28.723934,30.374048,27.684426,25.250403,24.462142,26.150263,24.235835,28.787705,25.658546,26.377884,43.756415,28.532478,19.486613,19.609274
11.531186,35.384415,29.446419,28.761706,30.434907,27.676266,25.252535,24.448224,26.144257,24.222825,28.78791,25.658155,26.408705,43.785462,28.555028,19.493644,19.590842
11.531186,35.481886,29.432013,28.788356,30.364548,27.681008,25.258161,24.453752,26.146082,24.213436,28.78913,25.652632,26.443933,43.804201,28.575749,19.492713,19.585314
11.531186,35.24131,29.314856,28.857141,30.341718,27.700027,25.302561,24.491444,26.155285,24.209607,28.790873,25.64848,26.444844,43.812717,28.597879,19.483494,19.598039
11.531186,35.228017,29.018141,28.788356,30.411029,27.720736,25.300838,24.479686,26.148064,24.209711,28.786188,25.646044,26.457145,43.811418,28.620155,19.478781,19.604765
11.531186,34.976914,29.293494,28.74969,30.414711,27.715517,25.278871,24.4411,26.147487,24.202923,28.786084,25.637957,26.463263,43.837748,28.638925,19.478014,19.619126
11.522337,35.48541,29.460585,28.776807,30.484494,27.706326,25.268291,24.440734,26.145073,24.194396,28.785321,25.636533,26.479695,43.874701,28.643087,19.49326,19.618384
11.522337,35.479099,29.41099,28.798395,30.393953,27.706948,25.277835,24.47396,26.145978,24.200895,28.795382,25.628855,26.52595,43.911309,28.670042,19.494181,19.622666
11.786289,35.228425,29.173882,28.815946,30.38357,27.714732,25.312399,24.512641,26.142288,24.203871,28.795782,25.62239,26.514287,43.924007,28.67423,19.492213,19.61549
11.522337,35.21701,28.987394,28.751103,30.459044,27.724532,25.297629,24.482678,26.13115,24.199932,28.793273,25.625764,26.502827,43.928842,28.66169,19.49016,19.615248
11.522337,35.05071,29.283527,28.740415,30.446398,27.713033,25.269062,24.446794,26.1235,24.195706,28.790801,25.634847,26.489545,43.963046,28.652918,19.50152,19.630914
11.522337,35.524718,29.391658,28.768809,30.504722,27.698646,25.267925,24.443374,26.127678,24.20246,28.792617,25.635027,26.536535,44.009901,28.670951,19.509541,19.648677
11.522337,35.466163,29.341563,28.811184,30.38692,27.704387,25.278991,24.485176,26.141283,24.203773,28.783099,25.625805,26.522935,44.033204,28.676667,19.532602,19.669667
11.522337,35.242754,29.025091,28.775132,30.381342,27.706402,25.305563,24.504827,26.142398,24.202136,28.77947,25.606446,26.497276,44.02194,28.692795,19.532419,19.690766
11.522337,35.187606,28.975338,28.712479,30.436623,27.725494,25.291827,24.481084,26.146759,24.207321,28.773747,25.616357,26.482133,44.036242,28.699413,19.544858,19.695017
