delta L,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
14.355014,37.064409,31.915905,30.480066,31.803435,29.066148,25.727578,24.827586,26.773236,24.747912,30.053151,26.184608,28.546622,52.475752,32.67632,21.261708,21.037325
14.355014,37.471577,31.998401,30.489946,31.83697,29.054764,25.716168,24.823781,26.769114,24.74276,30.05047,26.180546,28.569328,52.481677,32.687862,21.249696,20.995277
14.091062,37.363653,31.957003,30.55697,31.745027,29.06499,25.733406,24.865374,26.767226,24.746079,30.046629,26.167517,28.590556,52.48338,32.699483,21.241208,20.988621
14.346165,37.202962,31.596211,30.502274,31.770364,29.067662,25.753023,24.882277,26.762291,24.748158,30.03764,26.164529,28.576667,52.459223,32.702966,21.244068,20.982886
14.346165,37.035242,31.67298,30.436517,31.813668,29.077415,25.741392,24.83869,26.75907,24.746737,30.032051,26.170891,28.563462,52.447875,32.703793,21.246632,21.011746
14.346165,37.255429,31.922723,30.446482,31.844981,29.048805,25.72817,24.808579,26.7492,24.742039,30.019687,26.17079,28.575526,52.452056,32.7067,21.244832,21.011787
14.091062,37.478775,31.933465,30.454045,31.807298,29.041846,25.729399,24.821081,26.742336,24.743919,30.014729,26.163319,28.627146,52.471756,32.726653,21.246978,21.005246
14.355014,37.258406,31.868583,30.520927,31.754174,29.061861,25.759324,24.864548,26.750114,24.735473,30.015523,26.145979,28.617045,52.467267,32.727417,21.24801,21.023634
14.355014,37.19233,31.531746,30.458135,31.80851,29.078847,25.76553,24.85954,26.747851,24.735174,30.012275,26.147911,28.595959,52.463788,32.722407,21.246383,21.019695
14.091062,36.934821,31.777108,30.422314,31.819343,29.083238,25.755953,24.824115,26.73557,24.731682,30.004169,26.153542,28.584204,52.481042,32.701166,21.253,20.986815
14.355014,37.385693,31.995904,30.447233,31.891291,29.06558,25.747161,24.815197,26.724663,24.724095,30.010669,26.138209,28.603998,52.501234,32.696354,21.265511,20.963429
14.346165,37.426327,31.945827,30.480132,31.803952,29.075349,25.7493,24.833177,26.712044,24.725229,30.006979,26.145333,28.626228,52.51866,32.687824,21.264596,20.95783
14.346165,37.164002,31.729828,30.486648,31.79351,29.090547,25.770697,24.878068,26.713176,24.718411,30.009862,26.117343,28.620154,52.52082,32.687051,21.264873,20.966603
14.346165,37.141288,31.504778,30.399169,31.840846,29.104729,25.769371,24.869226,26.721439,24.719495,29.996278,26.110089,28.585462,52.527263,32.689841,21.287572,20.986718
14.091062,36.962375,31.80441,30.380069,31.829334,29.099076,25.749224,24.842605,26.712738,24.706757,29.990414,26.110468,28.567998,52.53166,32.689993,21.302415,20.997294
14.091062,37.419818,31.906898,30.400813,31.876089,29.102798,25.753093,24.844593,26.708581,24.699101,29.987812,26.108946,28.587688,52.568662,32.70407,21.305781,21.018056
14.355014,37.343482,31.86706,30.457507,31.764761,29.114369,25.789587,24.88566,26.71858,24.697719,29.975471,26.090147,28.607945,52.573427,32.737473,21.306322,21.041282
14.091062,37.14117,31.541479,30.421093,31.751636,29.115489,25.821976,24.925534,26.741022,24.707903,29.959685,26.074843,28.561419,52.542776,32.735465,21.320193,21.087086
14.091062,37.027669,31.55792,30.355488,31.7987,29.120479,25.816516,24.903354,26.758944,24.707229,29.949791,26.075107,28.545049,52.507248,32.752823,21.325945,21.138755
14.355014,37.123845,31.844853,30.371852,31.812819,29.108486,25.818807,24.889966,26.764311,24.70328,29.934952,26.078321,28.562453,52.522303,32.789989,21.341669,21.170255
14.355014,37.43552,31.901023,30.373695,31.804849,29.08156,25.810704,24.914877,26.778191,24.72196,29.946729,26.066896,28.591432,52.510466,32.795035,21.353231,21.20674
14.610117,37.264693,31.838653,30.447103,31.721369,29.079762,25.837845,24.969041,26.790998,24.733656,29.936229,26.041282,28.571967,52.496075,32.791303,21.357488,21.220686
14.355014,37.171519,31.474487,30.367864,31.753922,29.086689,25.838875,24.994387,26.805672,24.741554,29.941827,26.033068,28.543498,52.479453,32.78041,21.382921,21.230769
14.355014,36.942445,31.686218,30.32183,31.757877,29.095013,25.813854,24.96762,26.821234,24.749408,29.937163,26.031111,28.523434,52.490299,32.77642,21.401629,21.232421
14.346165,37.344194,31.938681,30.368804,31.802178,29.067447,25.788059,24.943918,26.829709,24.755108,29.9606,26.051372,28.513006,52.487672,32.757707,21.39633,21.242875
14.346165,37.453838,31.911643,30.378826,31.703229,29.057082,25.781355,24.958314,26.837042,24.769235,29.965148,26.040438,28.51149,52.485918,32.753249,21.389412,21.255481
14.091062,37.215463,31.759218,30.434807,31.663275,29.059063,25.810197,24.992349,26.858574,24.789632,29.97226,26.039338,28.497175,52.482843,32.75939,21.380322,21.273917
14.355014,37.206991,31.497105,30.366482,31.711347,29.060558,25.80796,24.964145,26.874965,24.803529,29.980448,26.046094,28.46211,52.451862,32.757136,21.386291,21.283198
14.355014,36.984438,31.807131,30.361165,31.707954,29.050493,25.764037,24.903338,26.859321,24.801148,29.991603,26.077301,28.463005,52.447062,32.740065,21.379646,21.255525
14.355014,37.483408,31.965362,30.398254,31.774881,29.023993,25.756221,24.893718,26.847921,24.807318,30.008499,26.083565,28.494209,52.445349,32.754878,21.368962,21.249035
14.355014,37.462359,31.944056,30.451058,31.671839,29.019738,25.758615,24.922932,26.841874,24.821848,30.008089,26.07621,28.519787,52.425532,32.755387,21.36411,21.235158
14.355014,37.233248,31.673335,30.446217,31.680333,29.022271,25.777502,24.950965,26.832498,24.826184,30.020466,26.076046,28.505371,52.399101,32.746487,21.369125,21.254689
14.355014,37.154135,31.631178,30.394758,31.753903,29.041859,25.760915,24.912414,26.820465,24.813317,30.020513,26.089076,28.509387,52.393507,32.727812,21.362726,21.234657
14.355014,37.152779,31.9604,30.424646,31.778861,29.029355,25.732345,24.872266,26.811789,24.797772,30.029672,26.110228,28.546269,52.402923,32.72158,21.358353,21.228749
14.355014,37.507011,32.05138,30.459896,31.795531,29.028002,25.723804,24.87289,26.80864,24.794948,30.046704,26.118698,28.560202,52.415744,32.710041,21.359221,21.215017
14.355014,37.349564,32.034971,30.554868,31.727745,29.049612,25.746943,24.902296,26.8094,24.774185,30.045518,26.116476,28.568827,52.4297,32.71764,21.349893,21.214989
14.355014,37.211317,31.677411,30.522192,31.772917,29.081421,25.765808,24.912464,26.805398,24.76481,30.030909,26.122741,28.545402,52.43966,32.72486,21.357274,21.176041
14.355014,37.004044,31.857291,30.497102,31.816386,29.100417,25.741314,24.865452,26.794273,24.747081,30.02648,26.139211,28.517671,52.460436,32.710233,21.344397,21.163941
14.355014,37.326888,32.114598,30.556007,31.865499,29.097852,25.739275,24.83491,26.786444,24.740893,30.014366,26.158744,28.51699,52.474443,32.715446,21.34277,21.139441
14.355014,37.478898,32.111052,30.593136,31.818283,29.101275,25.730703,24.840381,26.777318,24.740131,30.026708,26.166971,28.540059,52.49448,32.716371,21.324972,21.116079
14.355014,37.251211,31.996257,30.668396,31.792125,29.125438,25.77587,24.892893,26.769612,24.743727,30.006456,26.158057,28.542748,52.505809,32.7368,21.331353,21.109988
14.355014,37.214893,31.683467,30.598627,31.858254,29.154843,25.782379,24.885474,26.768897,24.745591,30.004387,26.145148,28.519547,52.487507,32.737899,21.331296,21.10319
14.355014,36.969806,31.953174,30.579756,31.871973,29.159913,25.766,24.846795,26.757306,24.736345,29.998138,26.158464,28.513822,52.504903,32.74122,21.325548,21.093139
14.355014,37.454856,32.135829,30.598172,31.959093,29.155007,25.76375,24.844095,26.744564,24.740335,30.000308,26.146074,28.566062,52.51749,32.759027,21.327923,21.067698
14.355014,37.447475,32.091577,30.640752,31.875066,29.167736,25.780807,24.868426,26.731974,24.742187,29.993906,26.146266,28.597384,52.522859,32.760672,21.319001,21.040898
14.355014,37.194449,31.833246,30.634649,31.871288,29.182133,25.807787,24.903392,26.728652,24.735936,29.991086,26.123639,28.583079,52.506578,32.766689,21.314782,21.02174
14.355014,37.15095,31.698187,30.548614,31.927722,29.196975,25.807941,24.904079,26.746846,24.732822,29.987346,26.113644,28.576963,52.504052,32.787075,21.321383,21.038985
14.355014,37.060386,32.000748,30.536285,31.92002,29.185041,25.793585,24.871211,26.737984,24.734034,29.973963,26.122394,28.576777,52.51431,32.796919,21.331334,21.039061
14.355014,37.4622,32.06576,30.543237,31.948651,29.170969,25.798427,24.874906,26.740861,24.717961,29.973282,26.111722,28.591054,52.539325,32.809476,21.322242,21.030986
14.355014,37.341102,32.014034,30.611969,31.844814,29.190678,25.820294,24.915444,26.753117,24.717589,29.966469,26.10103,28.579346,52.561259,32.808206,21.324337,21.035037
14.355014,37.162807,31.655335,30.559239,31.871667,29.21169,25.844968,24.931781,26.74348,24.708548,29.95855,26.097366,28.565772,52.570412,32.810603,21.318139,21.019811
14.355014,37.00246,31.763018,30.504663,31.88672,29.223331,25.832952,24.909494,26.762767,24.711559,29.953443,26.103526,28.514424,52.566072,32.812503,21.325347,21.068421
14.355014,37.251873,32.033819,30.525928,31.911147,29.195404,25.82609,24.89609,26.769984,24.709184,29.953349,26.09527,28.508599,52.566034,32.811206,21.325778,21.099654
14.355014,37.457892,32.036962,30.543183,31.855322,29.200552,25.828658,24.921603,26.773306,24.718754,29.950176,26.096149,28.527809,52.593935,32.819096,21.336717,21.117435
14.355014,37.242809,31.950719,30.614774,31.809242,29.198252,25.879957,24.970997,26.785902,24.727314,29.942007,26.072514,28.533136,52.562295,32.84371,21.335298,21.140916
14.355014,37.200868,31.611161,30.547115,31.852049,29.217867,25.901806,24.986108,26.786857,24.731149,29.923762,26.071301,28.499325,52.55,32.845601,21.347464,21.144908
14.355014,36.956478,31.887716,30.51111,31.857844,29.20406,25.882046,24.957719,26.802898,24.741504,29.934968,26.069845,28.507152,52.532019,32.848809,21.358051,21.140104
14.355014,37.451309,32.094475,30.542852,31.906547,29.184426,25.871435,24.953365,26.813163,24.753275,29.935192,26.07415,28.520414,52.527383,32.844831,21.366385,21.122512
14.355014,37.47351,32.073415,30.565402,31.800048,29.180994,25.875342,24.993234,26.826365,24.760823,29.939011,26.058858,28.52843,52.513881,32.846374,21.378815,21.130877
14.355014,37.223719,31.835791,30.575203,31.778091,29.189432,25.913195,25.0492,26.845759,24.762389,29.935403,26.039852,28.511893,52.497276,32.842712,21.390079,21.134092
14.610117,37.187803,31.69796,30.503543,31.829798,29.200394,25.886589,25.035005,26.86401,24.772541,29.947028,26.04114,28.497014,52.476797,32.831794,21.395195,21.150461
14.355014,37.079347,32.02659,30.501413,31.81095,29.173057,25.856086,24.99967,26.865895,24.784294,29.959471,26.058329,28.479485,52.477591,32.814594,21.3932,21.149788
14.355014,37.511894,32.126174,30.53075,31.848633,29.154821,25.853184,24.992585,26.88193,24.790986,29.969346,26.059331,28.494959,52.481893,32.81262,21.378293,21.157757
14.355014,37.421556,32.098273,30.597911,31.734415,29.164114,25.875631,25.03247,26.913799,24.808379,29.968948,26.059227,28.489777,52.491738,32.823658,21.382682,21.180694
14.610117,37.251454,31.744555,30.559005,31.745544,29.155739,25.890801,25.038864,26.922117,24.821646,29.978237,26.063956,28.457217,52.464617,32.819254,21.363981,21.202011
14.610117,37.094427,31.839605,30.499406,31.789145,29.158531,25.857321,24.995785,26.913844,24.82746,29.993136,26.088641,28.4375,52.452898,32.799527,21.353077,21.210637
14.610117,37.329626,32.103849,30.52294,31.817557,29.120037,25.831556,24.973769,26.894984,24.836492,30.000873,26.114387,28.446333,52.46435,32.786917,21.347304,21.196716
14.346165,37.562342,32.103899,30.527112,31.77116,29.093985,25.82099,24.978453,26.890758,24.849753,30.01195,26.118707,28.481559,52.464268,32.792004,21.345771,21.194747
14.346165,37.34974,32.008041,30.584323,31.713696,29.092266,25.832268,25.018719,26.872869,24.859843,30.015899,26.112724,28.481903,52.449638,32.781809,21.341493,21.205094
14.610117,37.286465,31.658616,30.515095,31.769732,29.106606,25.833147,24.999704,26.860484,24.846034,30.025332,26.11867,28.477739,52.436604,32.770491,21.330928,21.225251
14.355014,37.030118,31.922288,30.486209,31.786519,29.096322,25.794835,24.954521,26.850165,24.845086,30.04044,26.143077,28.500469,52.439002,32.766863,21.328751,21.22432
14.355014,37.4947,32.133972,30.527143,31.858797,29.085736,25.771384,24.931976,26.849636,24.831201,30.053555,26.153082,28.522715,52.44696,32.761029,21.335562,21.229199
14.091062,37.52019,32.095069,30.557506,31.754771,29.075907,25.764759,24.938358,26.843254,24.834297,30.062055,26.143591,28.541317,52.438948,32.743775,21.330337,21.213463
14.091062,37.253455,31.853945,30.582739,31.751583,29.094824,25.805978,24.963269,26.844748,24.822701,30.059529,26.137364,28.554065,52.442138,32.766497,21.314499,21.22924
14.346165,37.212754,31.662477,30.503316,31.825098,29.105524,25.787703,24.931998,26.823875,24.82096,30.052404,26.146903,28.541868,52.44067,32.750215,21.324434,21.231178
14.346165,37.065811,31.960555,30.482464,31.820202,29.091178,25.760209,24.886334,26.817654,24.80761,30.049574,26.155086,28.538319,52.457828,32.739917,21.318752,21.245773
14.346165,37.498867,32.038434,30.499844,31.867106,29.080894,25.751748,24.871541,26.804874,24.806833,30.033252,26.165446,28.560505,52.487224,32.745562,21.329805,21.242114
14.346165,37.405228,31.990926,30.553748,31.772169,29.081636,25.749426,24.887648,26.798439,24.806914,30.03264,26.162402,28.57005,52.49542,32.733315,21.316881,21.253924
14.346165,37.214713,31.619001,30.509535,31.78906,29.081128,25.780618,24.909812,26.791017,24.812781,30.018882,26.159488,28.546672,52.484924,32.734335,21.335229,21.266137
14.346165,37.067702,31.662747,30.43611,31.830435,29.094405,25.763517,24.875363,26.786154,24.802874,30.003841,26.152366,28.530643,52.493778,32.736422,21.348785,21.271979
14.346165,37.251808,31.933463,30.455967,31.857184,29.073917,25.748852,24.843582,26.769527,24.806411,29.996625,26.167551,28.536428,52.524677,32.737239,21.360218,21.257501
14.218613,37.482965,31.934491,30.457122,31.830559,29.067372,25.744376,24.843185,26.759798,24.807362,29.988585,26.155366,28.571658,52.537931,32.741186,21.357,21.236177
14.346165,37.280113,31.83158,30.511804,31.773807,29.076973,25.767276,24.895473,26.745396,24.805227,29.984813,26.128025,28.565999,52.52792,32.746973,21.37505,21.236614
14.346165,37.212088,31.457057,30.427205,31.825256,29.083591,25.776601,24.895551,26.74238,24.803775,29.977619,26.119659,28.555275,52.51512,32.749066,21.377412,21.222007
14.091062,36.956177,31.692193,30.393931,31.841275,29.078724,25.754432,24.844816,26.731766,24.800903,29.973225,26.127224,28.557141,52.516108,32.743374,21.377123,21.189764
14.091062,37.406079,31.906144,30.437044,31.919335,29.061691,25.745088,24.817449,26.714773,24.796711,29.977111,26.13156,28.581424,52.518059,32.742417,21.372391,21.162932
14.346165,37.452342,31.874734,30.459195,31.827831,29.07221,25.750645,24.846209,26.714008,24.78819,29.975805,26.116171,28.606371,52.530151,32.753912,21.371079,21.138346
14.091062,37.201286,31.699922,30.491915,31.815682,29.085282,25.782974,24.895463,26.71575,24.782937,29.974203,26.096991,28.607594,52.519343,32.770071,21.36949,21.13883
14.091062,37.163962,31.515621,30.427763,31.8738,29.105095,25.780517,24.877511,26.724389,24.774318,29.969986,26.090052,28.569322,52.504675,32.76183,21.371123,21.152818
14.091062,36.9908,31.84057,30.424513,31.863182,29.100985,25.753855,24.846981,26.720941,24.775464,29.963893,26.099203,28.559613,52.521109,32.750288,21.382194,21.161186
14.091062,37.451646,31.966906,30.455743,31.928944,29.093042,25.757144,24.840706,26.720682,24.778487,29.97027,26.108319,28.591902,52.542642,32.754777,21.380502,21.172942
14.346165,37.37871,31.930946,30.517522,31.828857,29.103218,25.774427,24.883345,26.721656,24.784546,29.9722,26.103431,28.594711,52.55779,32.749218,21.379599,21.186171
14.346165,37.182799,31.588374,30.476386,31.834186,29.110196,25.790844,24.902346,26.720162,24.783223,29.976161,26.097441,28.567484,52.525728,32.74075,21.36271,21.194945
14.346165,37.059025,31.613956,30.424712,31.885606,29.118447,25.76474,24.87065,26.719173,24.788278,29.978177,26.116376,28.541184,52.526885,32.726275,21.357922,21.189789
14.346165,37.214373,31.909336,30.449214,31.906169,29.098433,25.744977,24.84063,26.719028,24.796906,29.980104,26.138108,28.564868,52.544066,32.73544,21.357755,21.170108
14.346165,37.48078,31.935808,30.456794,31.870206,29.093417,25.737486,24.847576,26.722791,24.802036,29.977335,26.137698,28.564663,52.542553,32.73501,21.36809,21.146723
14.091062,37.28621,31.861878,30.528232,31.804407,29.101019,25.761728,24.88853,26.729573,24.798075,29.977149,26.116732,28.567897,52.535745,32.748479,21.350849,21.135845
14.091062,37.217259,31.505561,30.457447,31.837784,29.113312,25.767074,24.891995,26.73903,24.804433,29.975915,26.116171,28.543728,52.514479,32.744633,21.350321,21.128068
14.091062,36.967428,31.75772,30.41883,31.851149,29.116845,25.745135,24.842016,26.740953,24.804455,29.977035,26.141621,28.541143,52.502803,32.754468,21.34395,21.145833
14.355014,37.406339,31.985692,30.469886,31.900051,29.092026,25.729783,24.814066,26.738977,24.799744,29.971229,26.15133,28.547495,52.506841,32.745347,21.339724,21.137525
14.355014,37.480983,31.963944,30.497175,31.810066,29.090162,25.733828,24.833376,26.735608,24.800037,29.981315,26.146023,28.5838,52.506308,32.750682,21.322975,21.138739
14.355014,37.227742,31.800552,30.542871,31.787513,29.093714,25.763013,24.877763,26.745535,24.80493,29.985857,26.13721,28.587946,52.496424,32.749773,21.31761,21.157112
14.355014,37.19654,31.599988,30.476061,31.843999,29.10676,25.754907,24.864577,26.759029,24.806014,29.994549,26.137639,28.554705,52.47897,32.732835,21.321622,21.192982
14.355014,37.01443,31.910656,30.472909,31.83767,29.099218,25.731853,24.838346,26.75949,24.812274,29.99794,26.156305,28.562655,52.498461,32.733034,21.335584,21.189738
14.355014,37.484626,32.028792,30.506225,31.893163,29.076485,25.733293,24.836708,26.753029,24.813178,30.003772,26.163483,28.579469,52.509961,32.729845,21.333373,21.19156
14.355014,37.421189,32.001006,30.568542,31.78828,29.081872,25.755462,24.877558,26.75481,24.823341,30.007317,26.160688,28.590878,52.519333,32.727919,21.335927,21.192205
14.355014,37.20903,31.674506,30.543558,31.796216,29.09119,25.774559,24.90091,26.756959,24.82882,30.013221,26.148302,28.56477,52.500831,32.732987,21.326423,21.191412
14.355014,37.095865,31.705347,30.498055,31.845274,29.115747,25.759869,24.872417,26.76307,24.835049,30.01148,26.163619,28.547439,52.506304,32.724863,21.330255,21.167783
14.355014,37.234185,32.011875,30.532243,31.85928,29.095089,25.746209,24.841569,26.755837,24.83014,30.00468,26.174216,28.550937,52.518466,32.718678,21.339265,21.116132
14.355014,37.510699,32.050496,30.554966,31.857857,29.096496,25.751032,24.8482,26.756417,24.8298,30.007714,26.170173,28.577827,52.518008,32.728099,21.32938,21.099163
14.355014,37.319985,31.993392,30.638524,31.797046,29.117766,25.775208,24.894496,26.761478,24.835468,30.006919,26.16688,28.597747,52.529509,32.738288,21.317472,21.071517
14.355014,37.243646,31.622645,30.569554,31.842503,29.134617,25.792019,24.883008,26.761689,24.829944,30.00304,26.167069,28.58933,52.496151,32.746354,21.304752,21.049156
14.355014,36.996413,31.8563,30.53087,31.865716,29.140036,25.782067,24.842785,26.752471,24.826685,30.001501,26.175526,28.582789,52.496049,32.746746,21.304519,21.021378
14.355014,37.418135,32.086293,30.563256,31.938543,29.134034,25.777379,24.846369,26.742554,24.824925,29.993802,26.167627,28.615378,52.511607,32.763036,21.309733,20.976459
14.355014,37.494063,32.056453,30.592265,31.861575,29.142541,25.788771,24.872748,26.741548,24.8245,29.995735,26.160468,28.672118,52.520311,32.795669,21.301959,20.93111
14.610117,37.231423,31.879747,30.629047,31.859394,29.149547,25.823892,24.89895,26.737684,24.817672,29.990869,26.151843,28.675138,52.514428,32.803464,21.276378,20.919578
14.355014,37.198725,31.672108,30.561602,31.917614,29.168111,25.811851,24.886337,26.726699,24.81069,29.981713,26.154115,28.64909,52.508671,32.795881,21.276019,20.871785
14.610117,37.012311,31.986438,30.533249,31.912112,29.16113,25.797979,24.874065,26.73943,24.80248,29.97953,26.147007,28.64513,52.539141,32.8103,21.289752,20.874125
14.610117,37.479701,32.098507,30.56234,31.95224,29.157992,25.806388,24.872883,26.740678,24.809103,29.970093,26.15571,28.656567,52.562219,32.818748,21.298913,20.845279
14.355014,37.406499,32.071155,30.611874,31.855369,29.168001,25.830246,24.918084,26.730871,24.800147,29.966173,26.13428,28.661097,52.573548,32.824293,21.287219,20.831853
14.355014,37.195499,31.729729,30.574922,31.850375,29.181259,25.855333,24.949207,26.748295,24.79725,29.965069,26.127852,28.608619,52.563785,32.823143,21.289591,20.845238
14.610117,37.058538,31.789461,30.523536,31.89394,29.205268,25.847485,24.917599,26.748989,24.795326,29.968523,26.13703,28.601835,52.585859,32.83193,21.291397,20.838928
14.865219,37.26127,32.080036,30.554941,31.928707,29.198303,25.838535,24.897057,26.727783,24.78077,29.969153,26.154802,28.599606,52.607739,32.835507,21.299451,20.846673
15.120322,37.484249,32.087287,30.566067,31.876329,29.193227,25.843701,24.915139,26.750161,24.784077,29.963334,26.138149,28.617575,52.611532,32.86695,21.287556,20.891178
15.120322,37.272949,31.977341,30.635513,31.811319,29.195268,25.878186,24.96933,26.768276,24.792853,29.96001,26.124281,28.598487,52.59302,32.872586,21.294181,20.93055
15.120322,37.233842,31.66195,30.551687,31.872633,29.215069,25.885729,24.973375,26.779836,24.783352,29.958676,26.117746,28.584371,52.567575,32.879996,21.305271,20.968969
15.120322,36.976241,31.948105,30.525196,31.864116,29.207302,25.864665,24.941795,26.790856,24.778714,29.949369,26.122126,28.559657,52.566298,32.877578,21.320181,21.011746
15.120322,37.490287,32.113626,30.564568,31.929881,29.179767,25.869731,24.93362,26.789788,24.776528,29.948236,26.117434,28.582445,52.553603,32.888413,21.328521,21.025254
15.120322,37.458377,32.089863,30.610836,31.828791,29.194874,25.887159,24.978381,26.799927,24.774488,29.936273,26.103586,28.609716,52.56754,32.920372,21.330258,21.051881
14.865219,37.217758,31.785858,30.599031,31.828251,29.212028,25.930305,25.011955,26.803696,24.759759,29.928117,26.086775,28.568171,52.551315,32.921389,21.342635,21.103395
14.865219,37.137868,31.747266,30.538778,31.881828,29.213984,25.91495,24.99164,26.810087,24.775155,29.926446,26.084198,28.549399,52.548561,32.918642,21.358221,21.134467
15.120322,37.233572,32.055488,30.548349,31.891815,29.183994,25.888498,24.970064,26.812709,24.782987,29.935065,26.090947,28.531633,52.55013,32.905716,21.372256,21.172662
15.120322,37.538451,32.085453,30.557459,31.870256,29.177445,25.883835,24.979071,26.821499,24.787865,29.933387,26.084705,28.539167,52.559614,32.906565,21.379785,21.203619
15.120322,37.355977,31.9904,30.631947,31.794451,29.180108,25.917407,25.029436,26.835955,24.797259,29.927499,26.06705,28.517444,52.559811,32.910287,21.393581,21.228177
14.85637,37.286499,31.60547,30.544366,31.831442,29.174871,25.917621,25.033843,26.84257,24.805359,29.926092,26.06204,28.491914,52.537664,32.894624,21.40462,21.243624
15.120322,37.044566,31.85152,30.50028,31.835559,29.170307,25.872556,25.008178,26.845539,24.812381,29.93212,26.065696,28.469905,52.550709,32.85638,21.424445,21.238694
14.85637,37.513076,32.051844,30.526512,31.891689,29.141945,25.872881,24.992881,26.851719,24.812637,29.932164,26.056177,28.475308,52.541155,32.857636,21.430561,21.260697
14.85637,37.553652,31.986838,30.539665,31.784331,29.141147,25.881047,25.029559,26.858539,24.818053,29.928026,26.04926,28.510822,52.563524,32.871301,21.445685,21.271775
14.85637,37.30832,31.758465,30.549482,31.760023,29.140084,25.888706,25.056792,26.869828,24.821577,29.950066,26.049635,28.502878,52.533585,32.857557,21.433572,21.296459
14.85637,37.273434,31.584825,30.463036,31.810874,29.140235,25.866728,25.019043,26.873106,24.826506,29.958912,26.061051,28.470123,52.501358,32.834781,21.437432,21.324752
14.85637,37.174528,31.873207,30.438637,31.807184,29.103757,25.840532,24.982926,26.875857,24.820462,29.966318,26.062623,28.478136,52.500148,32.828331,21.445112,21.361018
14.85637,37.599906,31.956611,30.442376,31.832134,29.088651,25.823025,24.987825,26.870767,24.830253,29.969677,26.063468,28.524959,52.509275,32.830474,21.456791,21.375129
14.85637,37.472907,31.926104,30.512779,31.72807,29.088436,25.839492,25.009533,26.886891,24.831702,29.970601,26.047685,28.522715,52.505472,32.825906,21.452984,21.424855
14.85637,37.324133,31.552115,30.4632,31.748139,29.084897,25.852145,25.014797,26.883831,24.831862,29.96365,26.049418,28.493263,52.483237,32.805217,21.454888,21.445082
14.85637,37.130766,31.697193,30.405006,31.770499,29.090181,25.828973,24.974928,26.893226,24.827778,29.962502,26.062176,28.467963,52.491954,32.790258,21.467432,21.469431
14.85637,37.432867,31.965482,30.4406,31.801964,29.067668,25.811532,24.960267,26.896822,24.827255,29.962133,26.063336,28.472269,52.503375,32.788076,21.487703,21.478278
14.85637,37.59897,31.951267,30.44521,31.720807,29.063668,25.810067,24.97375,26.907269,24.82534,29.956099,26.047726,28.474517,52.514193,32.785585,21.497866,21.501504
14.85637,37.367304,31.806208,30.506863,31.678407,29.061217,25.839634,25.011656,26.89813,24.831302,29.953847,26.039748,28.446491,52.496532,32.78179,21.487864,21.502451
14.85637,37.345223,31.499608,30.428369,31.738455,29.060016,25.82892,24.998699,26.900972,24.830965,29.954008,26.052613,28.447323,52.488793,32.782737,21.485882,21.487736
14.85637,37.116634,31.782231,30.409162,31.74068,29.048048,25.808032,24.950388,26.894423,24.835764,29.957572,26.077115,28.440678,52.488075,32.767406,21.493829,21.470038
14.85637,37.613047,31.926555,30.427552,31.811361,29.023845,25.797869,24.943099,26.880707,24.822897,29.969194,26.076992,28.471948,52.496548,32.771873,21.49,21.427488
14.85637,37.570383,31.885675,30.474695,31.700631,29.027106,25.804948,24.977316,26.885422,24.820623,29.971926,26.071676,28.494534,52.496573,32.782668,21.485117,21.40375
14.85637,37.340495,31.579824,30.463679,31.694063,29.029377,25.831481,24.994623,26.89153,24.820368,29.977275,26.071991,28.481004,52.471911,32.779984,21.480476,21.393676
14.85637,37.255871,31.534613,30.398206,31.749929,29.033749,25.81323,24.965919,26.897392,24.815789,29.979584,26.072984,28.463919,52.451055,32.774734,21.473702,21.406512
14.85637,37.299505,31.836649,30.414255,31.755813,29.015404,25.79176,24.932474,26.8839,24.813481,29.981217,26.087541,28.476506,52.455071,32.772233,21.471418,21.388025
14.85637,37.629987,31.891218,30.430341,31.762448,29.005685,25.781166,24.926662,26.87748,24.80533,29.990162,26.082556,28.53493,52.461011,32.787568,21.459377,21.383032
14.85637,37.462935,31.851346,30.509895,31.694132,29.014697,25.805474,24.970404,26.873853,24.802153,29.990607,26.066994,28.533105,52.455509,32.774778,21.453337,21.402828
14.85637,37.356355,31.491925,30.435381,31.737805,29.025053,25.813026,24.975867,26.869173,24.806256,29.988326,26.064401,28.51949,52.446719,32.765038,21.459815,21.423829
14.85637,37.128957,31.705612,30.407692,31.754442,29.032595,25.789369,24.936906,26.869598,24.804213,29.990225,26.074953,28.495782,52.452062,32.750335,21.467611,21.456893
14.85637,37.531146,31.962997,30.44231,31.812554,29.004036,25.775659,24.919498,26.864524,24.800884,29.991348,26.075243,28.501128,52.461262,32.748311,21.467271,21.482098
14.85637,37.632751,31.945859,30.470126,31.71469,29.017464,25.772745,24.939766,26.8709,24.806124,29.989194,26.075996,28.503946,52.478942,32.748021,21.481395,21.477539
14.601267,37.382282,31.793076,30.522871,31.695897,29.019435,25.810203,24.981225,26.86904,24.807591,29.992669,26.067523,28.502894,52.465888,32.759242,21.481241,21.494759
14.601267,37.365973,31.570513,30.458684,31.759442,29.042471,25.800226,24.966577,26.868987,24.816986,29.989487,26.079853,28.469782,52.464614,32.739607,21.495751,21.497757
14.601267,37.174888,31.892163,30.44019,31.750348,29.03644,25.772909,24.923609,26.863875,24.813194,29.986447,26.083606,28.457715,52.456427,32.724317,21.498656,21.492993
